o_sample
0.00444748
0.0118463
0.0168258
0.0245999
0.0308746
0.0376094
0.0425207
0.046208
0.0474528
0.0464488
0.0426903
0.0364278
0.0277096
0.0170129
0.00480565
-0.00820806
-0.0213035
-0.0336536
-0.0444617
-0.0529417
-0.0584125
-0.0603114
-0.0582546
-0.0520696
-0.0418306
-0.0278754
-0.0108255
0.00842902
0.0287489
0.0487903
0.0670787
0.0820967
0.0923815
0.0966604
0.0939612
0.0837266
0.0659202
0.0410888
0.0103909
-0.0244247
-0.0610761
-0.0968828
-0.128923
-0.154236
-0.170039
-0.173963
-0.164264
-0.139994
-0.101137
-0.0486693
0.0154421
0.0883359
0.166408
0.245532
0.321321
0.38942
0.445812
0.487088
0.510695
0.515104
0.499928
0.465938
0.415017
0.35003
0.274627
0.192994
0.109578
0.0287985
-0.045231
-0.108942
-0.15952
-0.195049
-0.214603
-0.218247
-0.206997
-0.182707
-0.147925
-0.10569
-0.0593189
-0.0121941
0.0324596
0.0717668
0.103379
0.125585
0.137406
0.13862
0.129751
0.111988
0.0870907
0.0572433
0.0248733
-0.00751412
-0.0375263
-0.0630558
-0.0824214
-0.0944781
-0.098691
-0.095144
-0.0845179
-0.0680096
-0.0472168
-0.0239846
-0.000262644
0.0220959
0.041435
0.0564951
0.0664091
0.0708833
0.0700013
0.0644809
0.0551275
0.0434224
0.0303329
0.0177502
0.00601415
-0.00269815
-0.00964946
-0.0118258
-0.0134866
-0.00890134
-0.00262135
0.00126599
0.00510329
0.00846689
0.0109758
0.0123365
0.012378
0.0110744
0.00854981
0.00506751
0.00100127
-0.00320561
-0.00709003
-0.0102217
-0.0122523
-0.0129553
-0.0122523
-0.0102217
-0.00709003
-0.00320561
0.00100127
0.00506751
0.00854981
0.0110744
0.012378
0.0123365
0.0109758
0.00846689
0.00510329
0.00126599
-0.00262135
-0.00614052
-0.00892505
-0.0106991
-0.011305
-0.0107164
-0.00903623
-0.00648015
-0.00334846
1.04734e-05
0.00324016
0.00601478
0.00807241
0.00923933
0.00944313
0.00871391
0.00717432
0.00502036
0.00249582
-0.000136213
-0.00262135
-0.00473832
-0.00631758
-0.00725259
-0.00750351
-0.00709383
-0.00610131
-0.00464513
-0.00287106
-0.000936796
0.00100127
0.0027987
0.00433084
0.00549776
0.00622705
0.00647501
0.00622705
0.00549776
0.00433084
0.0027987
0.00100127
-0.000936796
-0.00287106
-0.00464513
-0.00610131
-0.00709383
-0.00750351
-0.00725259
-0.00631758
-0.00473832
-0.00262135
-0.000136213
0.00249582
0.00502036
0.00717432
0.00871391
0.00944313
0.00923933
0.00807241
