o_sample
-.00390625
-.00390625
-.00390625
0
0
0
.00390625
.00390625
.00390625
.0078125
.0078125
.0078125
.0078125
.0078125
.0078125
.00390625
.00390625
.00390625
.00390625
.00390625
.00390625
.0078125
.0078125
.0078125
.01171875
.015625
.015625
.01953125
.01953125
.01953125
.015625
.01171875
.0078125
0
-.01171875
-.0234375
-.03515625
-.046875
-.0625
-.0703125
-.08203125
-.0859375
-.08984375
-.0859375
-.078125
-.06640625
-.046875
-.0234375
.00390625
.03515625
.0703125
.1015625
.1328125
.16015625
.1796875
.19140625
.1953125
.1875
.171875
.14453125
.10546875
.05859375
.00390625
-.0546875
-.11328125
-.171875
-.2265625
-.26953125
-.30078125
-.3203125
-.32421875
-.3125
-.28125
-.234375
-.171875
-.09375
-.01171875
.08203125
.171875
.2578125
.3359375
.3984375
.44921875
.4765625
.48046875
.4609375
.41796875
.34765625
.26171875
.16015625
.04296875
-.078125
-.203125
-.3203125
-.4296875
-.51953125
-.58984375
-.6328125
-.65234375
-.640625
-.59765625
-.52734375
-.43359375
-.31640625
-.1796875
-.03515625
.1171875
.265625
.40625
.53125
.63671875
.71484375
.76953125
.7890625
.77734375
.734375
.66015625
.5625
.4375
.296875
.140625
-.01953125
-.18359375
-.33984375
-.484375
-.609375
-.7109375
-.7890625
-.8359375
-.85546875
-.83984375
-.79296875
-.71875
-.6171875
-.4921875
-.3515625
-.19921875
-.03515625
.125
.28515625
.43359375
.5703125
.68359375
.7734375
.8359375
.8671875
.87109375
.84375
.78515625
.703125
.59375
.46484375
.31640625
.16015625
0
-.1640625
-.3203125
-.46484375
-.59375
-.703125
-.78515625
-.83984375
-.8671875
-.86328125
-.828125
-.765625
-.67578125
-.55859375
-.42578125
-.27734375
-.1171875
.046875
.20703125
.359375
.5
.625
.7265625
.80078125
.84765625
.86328125
.8515625
.8046875
.734375
.63671875
.515625
.375
.22265625
.06640625
-.09765625
-.25390625
-.40625
-.5390625
-.65625
-.74609375
-.8125
-.84765625
-.85546875
-.83203125
-.77734375
-.6953125
-.58984375
-.46484375
-.3203125
-.1640625
-.00390625
.15625
.3125
.453125
.58203125
.69140625
.7734375
.828125
.8515625
.84765625
.8125
.75
.65625
.54296875
.41015625
.26171875
.10546875
-.05859375
-.21484375
-.3671875
-.5078125
-.62890625
-.7265625
-.80078125
-.84375
-.859375
-.84375
-.796875
-.7265625
-.625
-.50390625
-.36328125
-.2109375
-.05078125
.11328125
.2734375
.421875
.5546875
.671875
.76171875
.82421875
.859375
.8671875
.83984375
.78515625
.703125
.59375
.46484375
.3203125
.1640625
0
-.16015625
-.3203125
-.46484375
-.59375
-.703125
-.78515625
-.83984375
-.8671875
-.86328125
-.828125
-.765625
-.67578125
-.55859375
-.42578125
-.27734375
-.1171875
.046875
.20703125
.359375
.5
.625
.7265625
.80078125
.84765625
.86328125
.8515625
.8046875
.734375
.63671875
.515625
.375
.22265625
.06640625
-.09765625
-.25390625
-.40625
-.5390625
-.65625
-.74609375
-.8125
-.84765625
-.85546875
-.83203125
-.77734375
-.6953125
-.58984375
-.46484375
-.3203125
-.1640625
-.00390625
.15625
.3125
.453125
.58203125
.69140625
.7734375
.828125
.8515625
.84765625
.8125
.75
.65625
.54296875
.41015625
.26171875
.10546875
-.05859375
-.21484375
-.3671875
-.5078125
-.62890625
-.7265625
-.80078125
-.84375
-.859375
-.84375
-.796875
-.7265625
-.625
-.50390625
-.36328125
-.2109375
-.05078125
.11328125
.2734375
.421875
.5546875
.671875
.76171875
.82421875
.859375
.8671875
.83984375
.78515625
.703125
.59375
.46484375
.3203125
.1640625
0
-.16015625
-.3203125
-.46484375
-.59375
-.703125
-.78515625
-.83984375
-.8671875
-.86328125
-.828125
-.765625
-.67578125
-.55859375
-.42578125
-.27734375
-.1171875
.046875
.20703125
.359375
.5
.625
.7265625
.80078125
.84765625
.86328125
.8515625
.8046875
.734375
.63671875
.515625
.375
.22265625
.06640625
-.09765625
-.25390625
-.40625
-.5390625
-.65625
-.74609375
-.8125
-.84765625
-.85546875
-.83203125
-.77734375
-.6953125
-.58984375
-.46484375
-.3203125
-.1640625
-.00390625
.15625
.3125
.453125
.58203125
.69140625
.7734375
.828125
.8515625
.84765625
.8125
.75
.65625
.54296875
.41015625
.26171875
.10546875
-.05859375
-.21484375
-.3671875
-.5078125
-.62890625
-.7265625
-.80078125
-.84375
-.859375
-.84375
-.796875
-.7265625
-.625
-.50390625
-.36328125
-.2109375
-.05078125
.11328125
.2734375
.421875
.5546875
.671875
.76171875
.82421875
.859375
.8671875
.83984375
.78515625
.703125
.59375
.46484375
.3203125
.1640625
0
-.16015625
-.3203125
-.46484375
-.59375
-.703125
-.78515625
-.83984375
-.8671875
-.86328125
-.828125
-.765625
-.67578125
-.55859375
-.42578125
-.27734375
-.1171875
.046875
.20703125
.359375
.5
.625
.7265625
.80078125
.84765625
.86328125
.8515625
.8046875
.734375
.63671875
.515625
.375
.22265625
.06640625
-.09765625
-.25390625
-.40625
-.5390625
-.65625
-.74609375
-.8125
-.84765625
-.85546875
-.83203125
-.77734375
-.6953125
-.58984375
-.46484375
-.3203125
-.1640625
-.00390625
.15625
.3125
.453125
.58203125
.69140625
.7734375
